C_ID,R_ID,R_Date,R_Time
120001530,650791,21-11-2017,11:00
120001531,984432,21-11-2017,13:45
120001532,107252,22-11-2017,14:30
120001533,388246,22-11-2017,09:00
120001534,671513,22-11-2017,09:15
120001535,896407,22-11-2017,14:45
120001536,905003,22-11-2017,11:15
120001537,975976,22-11-2017,15:15
120001538,239548,22-11-2017,16:30
120001539,354995,23-11-2017,11:30
120001540,545030,23-11-2017,10:30
120001541,859556,23-11-2017,11:45
120001542,732513,23-11-2017,15:00
120001543,619982,24-11-2017,16:00
120001544,996366,24-11-2017,16:45
120001545,404407,24-11-2017,10:00
120001546,283213,24-11-2017,12:45
120001547,979334,24-11-2017,10:15
120001548,393848,24-11-2017,13:15
120001549,665400,24-11-2017,12:30
120001550,705825,25-11-2017,14:15
120001551,883040,25-11-2017,15:30
120001552,602615,25-11-2017,15:45
120001553,970258,25-11-2017,09:30
120001554,598450,25-11-2017,13:30
120001555,226976,26-11-2017,12:15
120001556,246458,26-11-2017,09:45
120001557,485201,26-11-2017,12:00
120001558,856062,26-11-2017,10:15
120001559,169604,26-11-2017,14:00
120001560,529321,26-11-2017,11:30
120001561,821293,26-11-2017,13:15
120001562,540270,27-11-2017,09:15
120001563,895702,27-11-2017,15:45
120001564,607592,27-11-2017,10:00
120001565,935123,27-11-2017,16:30
120001566,478063,27-11-2017,16:45
120001567,989798,27-11-2017,13:30
120001568,835338,27-11-2017,09:00
120001569,643193,27-11-2017,09:15
120001570,680019,27-11-2017,09:30
120001571,444038,27-11-2017,09:45
120001572,555471,28-11-2017,10:00
120001573,438344,28-11-2017,10:15
120001574,385475,29-11-2017,10:30
120001575,838876,29-11-2017,10:45
120001576,923139,29-11-2017,11:00
120001577,793809,29-11-2017,11:15
120001578,612648,30-11-2017,11:30
120001579,912001,30-11-2017,11:45
120001580,145419,30-11-2017,12:00
120001581,461672,30-11-2017,12:15
120001582,544536,30-11-2017,12:30
120001583,217553,30-11-2017,12:45
120001584,430820,30-11-2017,13:00
120001585,799535,01-12-2017,13:15
120001586,881515,01-12-2017,13:30
120001587,879225,01-12-2017,13:45
120001588,578122,01-12-2017,14:00
120001589,600967,01-12-2017,14:15
120001590,879711,01-12-2017,14:30
120001591,807551,01-12-2017,14:45
120001592,316780,01-12-2017,15:00
120001593,609845,02-12-2017,15:15
120001594,559764,02-12-2017,15:30
120001595,946931,02-12-2017,15:45
120001596,888353,02-12-2017,16:00
120001597,696390,02-12-2017,16:15
120001598,421594,02-12-2017,16:30
120001599,157817,03-12-2017,16:45
120001600,382916,03-12-2017,17:00
120001601,326617,03-12-2017,09:00
120001602,995962,03-12-2017,09:15
120001603,709637,03-12-2017,09:30
120001604,914622,03-12-2017,09:45
120001605,245943,04-12-2017,10:00
120001606,426288,04-12-2017,10:15
120001607,624934,04-12-2017,10:30
120001608,360379,04-12-2017,10:45
120001609,650850,04-12-2017,11:00
120001610,571630,04-12-2017,11:15
120001611,639193,04-12-2017,11:30
120001612,955585,04-12-2017,11:45
120001613,484965,04-12-2017,12:00
120001614,693509,05-12-2017,12:15
120001615,600630,05-12-2017,12:30
120001616,685144,05-12-2017,12:45
120001617,799303,05-12-2017,13:00
120001618,320918,05-12-2017,13:15
120001619,299882,05-12-2017,13:30
120001620,399491,05-12-2017,13:45
120001621,848798,05-12-2017,14:00
120001622,749390,06-12-2017,14:15
120001623,260908,06-12-2017,14:30
120001624,679738,06-12-2017,14:45
120001625,247346,06-12-2017,15:00
120001626,747205,07-12-2017,15:15
120001627,695151,07-12-2017,15:30
120001628,505474,07-12-2017,15:45
120001629,803643,07-12-2017,16:00
120001630,650791,07-12-2017,16:15
120001631,984432,07-12-2017,16:30
120001632,107252,08-12-2017,16:45
120001633,388246,08-12-2017,17:00
120001634,671513,08-12-2017,09:00
120001635,896407,08-12-2017,09:15
120001636,905003,08-12-2017,09:30
120001637,975976,09-12-2017,09:45
120001638,239548,09-12-2017,10:00
120001639,354995,09-12-2017,10:15
120001640,545030,10-12-2017,10:30
120001641,859556,11-12-2017,10:45
120001642,732513,11-12-2017,11:00
120001643,619982,11-12-2017,11:15
120001644,996366,11-12-2017,11:30
120001645,404407,11-12-2017,11:45
120001646,283213,11-12-2017,12:00
120001647,979334,12-12-2017,12:15
120001648,393848,12-12-2017,12:30
120001649,665400,12-12-2017,12:45
120001650,705825,12-12-2017,13:00
120001651,883040,12-12-2017,13:15
120001652,602615,12-12-2017,13:30
120001653,970258,12-12-2017,13:45
120001654,598450,12-12-2017,14:00
120001655,226976,12-12-2017,14:15
120001656,246458,13-12-2017,14:30
120001657,485201,13-12-2017,14:45
120001658,856062,13-12-2017,15:00
120001659,169604,13-12-2017,15:15
120001660,529321,13-12-2017,15:30
120001661,821293,13-12-2017,15:45
120001662,540270,14-12-2017,16:00
120001663,895702,14-12-2017,16:15
120001664,607592,14-12-2017,16:30
120001665,935123,14-12-2017,16:45
120001666,478063,14-12-2017,17:00
120001667,989798,14-12-2017,09:00
120001668,835338,14-12-2017,09:15
120001669,643193,15-12-2017,09:30
120001670,680019,15-12-2017,09:45
120001671,444038,15-12-2017,10:00
120001672,555471,15-12-2017,10:15
120001673,438344,16-12-2017,10:30
120001674,385475,16-12-2017,10:45
120001675,838876,16-12-2017,11:00
120001676,923139,16-12-2017,11:15
120001677,793809,16-12-2017,11:30
120001678,612648,16-12-2017,11:45
120001679,912001,16-12-2017,12:00
120001680,145419,16-12-2017,12:15
120001681,461672,16-12-2017,12:30
120001682,544536,17-12-2017,12:45
120001683,217553,17-12-2017,13:00
120001684,430820,17-12-2017,13:15
120001685,799535,17-12-2017,13:30
120001686,881515,18-12-2017,13:45
120001687,879225,18-12-2017,14:00
120001688,578122,19-12-2017,14:15
120001689,600967,19-12-2017,14:30
120001690,879711,19-12-2017,14:45
120001691,807551,19-12-2017,15:00
120001692,316780,20-12-2017,15:15
120001693,609845,21-12-2017,15:30
120001694,559764,21-12-2017,15:45
120001695,946931,21-12-2017,16:00
120001696,888353,21-12-2017,16:15
120001697,696390,21-12-2017,16:30
120001698,421594,22-12-2017,16:45
120001699,157817,22-12-2017,17:00
120001700,382916,22-12-2017,09:00
120001701,326617,22-12-2017,09:15
120001702,995962,23-12-2017,09:30
120001703,709637,23-12-2017,09:45
120001704,914622,23-12-2017,10:00
120001705,245943,23-12-2017,10:15
120001706,426288,23-12-2017,10:30
120001707,624934,23-12-2017,10:45
120001708,360379,23-12-2017,11:00
120001709,650850,23-12-2017,11:15
120001710,571630,23-12-2017,11:30
120001711,639193,23-12-2017,11:45
120001712,955585,25-12-2017,12:00
120001713,484965,25-12-2017,12:15
120001714,693509,26-12-2017,12:30
120001715,600630,26-12-2017,12:45
120001716,685144,26-12-2017,13:00
120001717,799303,26-12-2017,13:15
120001718,320918,27-12-2017,13:30
120001719,299882,27-12-2017,13:45
120001720,399491,27-12-2017,14:00
120001721,848798,28-12-2017,14:15
120001722,749390,28-12-2017,14:30
120001723,260908,28-12-2017,14:45
120001724,679738,28-12-2017,15:00
120001725,247346,28-12-2017,15:15
120001726,747205,28-12-2017,15:30
120001727,695151,28-12-2017,15:45
120001728,505474,28-12-2017,16:00
120001729,803643,28-12-2017,16:15
120001730,650791,28-12-2017,16:30
120001731,984432,29-12-2017,16:45
120001732,107252,29-12-2017,17:00
120001733,388246,29-12-2017,09:00
120001734,671513,29-12-2017,09:00
120001735,896407,29-12-2017,09:15
120001736,905003,29-12-2017,09:30
120001737,975976,30-12-2017,09:45
120001738,239548,30-12-2017,10:00
120001739,354995,30-12-2017,10:15
120001740,545030,30-12-2017,10:30
120001741,859556,30-12-2017,10:45
120001742,732513,30-12-2017,11:00
120001743,619982,31-12-2017,11:15
120001744,996366,31-12-2017,11:30
120001745,404407,31-12-2017,11:45
120001746,283213,31-12-2017,12:00
120001747,979334,31-12-2017,12:15
120001748,393848,31-12-2017,12:30
120001749,665400,31-12-2017,12:45
120001750,705825,31-12-2017,13:00
120001751,883040,01-01-2018,13:15
120001752,602615,01-01-2018,13:30
120001753,970258,01-01-2018,13:45
120001754,598450,01-01-2018,14:00
120001755,226976,02-01-2018,14:15
120001756,246458,02-01-2018,14:30
120001757,485201,03-01-2018,14:45
120001758,856062,03-01-2018,15:00
120001759,169604,03-01-2018,15:15
120001760,529321,03-01-2018,15:30
120001761,821293,03-01-2018,15:45
120001762,540270,03-01-2018,16:00
120001763,895702,03-01-2018,16:15
120001764,607592,04-01-2018,16:30
120001765,935123,04-01-2018,16:45
120001766,478063,04-01-2018,17:00
120001767,989798,04-01-2018,09:00
120001768,835338,04-01-2018,09:00
120001769,643193,04-01-2018,09:15
120001770,680019,04-01-2018,09:30
120001771,444038,04-01-2018,09:45
120001772,555471,04-01-2018,10:00
120001773,438344,05-01-2018,10:15
120001774,385475,05-01-2018,10:30
120001775,838876,05-01-2018,10:45
120001776,923139,06-01-2018,11:00
120001777,793809,06-01-2018,11:15
120001778,612648,06-01-2018,11:30
120001779,912001,06-01-2018,11:45
120001780,145419,06-01-2018,12:00
120001781,461672,06-01-2018,12:15
120001782,544536,06-01-2018,12:30
120001783,217553,07-01-2018,12:45
120001784,430820,07-01-2018,13:00
120001785,799535,07-01-2018,13:15
120001786,881515,08-01-2018,13:30
120001787,879225,08-01-2018,13:45
120001788,578122,09-01-2018,14:00
120001789,600967,09-01-2018,14:15
120001790,879711,09-01-2018,14:30
120001791,807551,09-01-2018,14:45
120001792,316780,09-01-2018,15:00
120001793,609845,10-01-2018,15:15
120001794,559764,11-01-2018,15:30
120001795,946931,12-01-2018,15:45
120001796,888353,12-01-2018,16:00
120001797,696390,12-01-2018,16:15
120001798,421594,13-01-2018,16:30
120001799,157817,13-01-2018,16:45
120001800,382916,13-01-2018,17:00
120001801,326617,13-01-2018,09:00
120001802,995962,13-01-2018,09:00
120001803,709637,14-01-2018,09:15
120001804,914622,14-01-2018,09:30
120001805,245943,15-01-2018,09:45
120001806,426288,16-01-2018,10:00
120001807,624934,16-01-2018,10:15
120001808,360379,16-01-2018,10:30
120001809,650850,16-01-2018,10:45
120001810,571630,17-01-2018,11:00
120001811,639193,17-01-2018,11:15
120001812,955585,17-01-2018,11:30
120001813,484965,17-01-2018,11:45
120001814,693509,17-01-2018,12:00
120001815,600630,17-01-2018,12:15
120001816,685144,18-01-2018,12:30
120001817,799303,18-01-2018,12:45
120001818,320918,19-01-2018,13:00
120001819,299882,19-01-2018,13:15
120001820,399491,19-01-2018,13:30
120001821,848798,19-01-2018,13:45
120001822,749390,20-01-2018,14:00
120001823,260908,20-01-2018,14:15
120001824,679738,20-01-2018,14:30
120001825,247346,21-01-2018,14:45
120001826,747205,21-01-2018,15:00
120001827,695151,21-01-2018,15:15
120001828,505474,21-01-2018,15:30
120001829,803643,21-01-2018,15:45
120001830,650791,21-01-2018,16:00
120001831,984432,22-01-2018,16:15
120001832,107252,22-01-2018,16:30
120001833,388246,22-01-2018,16:45
120001834,671513,23-01-2018,17:00
120001835,896407,23-01-2018,09:00
120001836,905003,23-01-2018,09:00
120001837,975976,23-01-2018,09:15
120001838,239548,23-01-2018,09:30
120001839,354995,24-01-2018,09:45
120001840,545030,24-01-2018,10:00
120001841,859556,24-01-2018,10:15
120001842,732513,24-01-2018,10:30
120001843,619982,24-01-2018,10:45
120001844,996366,24-01-2018,11:00
120001845,404407,25-01-2018,11:15
120001846,283213,26-01-2018,11:30
120001847,979334,26-01-2018,11:45
120001848,393848,26-01-2018,12:00
120001849,665400,26-01-2018,12:15
120001850,705825,26-01-2018,12:30
120001851,883040,27-01-2018,12:45
120001852,602615,27-01-2018,13:00
120001853,970258,27-01-2018,13:15
120001854,598450,27-01-2018,13:30
120001855,226976,28-01-2018,13:45
120001856,246458,28-01-2018,14:00
120001857,485201,28-01-2018,14:15
120001858,856062,28-01-2018,14:30
120001859,169604,28-01-2018,14:45
120001860,529321,28-01-2018,15:00
120001861,821293,28-01-2018,15:15
120001862,540270,29-01-2018,15:30
120001863,895702,29-01-2018,15:45
120001864,607592,29-01-2018,16:00
120001865,935123,30-01-2018,16:15
120001866,478063,30-01-2018,16:30
120001867,989798,31-01-2018,16:45
120001868,835338,31-01-2018,17:00
120001869,643193,31-01-2018,09:00
120001870,680019,31-01-2018,09:00
120001871,444038,31-01-2018,09:15
120001872,555471,01-02-2018,09:30
120001873,438344,01-02-2018,09:45
120001874,385475,01-02-2018,10:00
120001875,838876,01-02-2018,10:15
120001876,923139,01-02-2018,10:30
120001877,793809,01-02-2018,10:45
120001878,612648,01-02-2018,11:00
120001879,912001,01-02-2018,11:15
120001880,145419,01-02-2018,11:30
120001881,461672,02-02-2018,11:45
120001882,544536,02-02-2018,12:00
120001883,217553,02-02-2018,12:15
120001884,430820,02-02-2018,12:30
120001885,799535,03-02-2018,12:45
120001886,881515,03-02-2018,13:00
120001887,879225,03-02-2018,13:15
120001888,578122,03-02-2018,13:30
120001889,600967,04-02-2018,13:45
120001890,879711,04-02-2018,14:00
120001891,807551,04-02-2018,14:15
120001892,316780,04-02-2018,14:30
120001893,609845,04-02-2018,14:45
120001894,559764,04-02-2018,15:00
120001895,946931,04-02-2018,15:15
120001896,888353,04-02-2018,15:30
120001897,696390,04-02-2018,15:45
120001898,421594,05-02-2018,16:00
120001899,157817,05-02-2018,16:15
120001900,382916,05-02-2018,16:30
120001901,326617,05-02-2018,16:45
120001902,995962,06-02-2018,17:00
120001903,709637,06-02-2018,09:00
120001904,914622,06-02-2018,09:00
120001905,245943,06-02-2018,09:15
120001906,426288,07-02-2018,09:30
120001907,624934,07-02-2018,09:45
120001908,360379,07-02-2018,10:00
120001909,650850,07-02-2018,10:15
120001910,571630,08-02-2018,10:30
120001911,639193,08-02-2018,10:45
120001912,955585,08-02-2018,11:00
120001913,484965,08-02-2018,11:15
120001914,693509,08-02-2018,11:30
120001915,600630,08-02-2018,11:45
120001916,685144,09-02-2018,12:00
120001917,799303,09-02-2018,12:15
120001918,320918,09-02-2018,12:30
120001919,299882,09-02-2018,12:45
120001920,399491,09-02-2018,13:00
120001921,848798,10-02-2018,13:15
120001922,749390,10-02-2018,13:30
120001923,260908,10-02-2018,13:45
120001924,679738,10-02-2018,14:00
120001925,247346,11-02-2018,14:15
120001926,747205,11-02-2018,14:30
120001927,695151,11-02-2018,14:45
120001928,505474,11-02-2018,15:00
120001929,803643,12-02-2018,15:15
120001930,650791,12-02-2018,15:30
120001931,984432,12-02-2018,15:45
120001932,107252,14-02-2018,16:00
120001933,388246,14-02-2018,16:15
120001934,671513,14-02-2018,16:30
120001935,896407,14-02-2018,16:45
120001936,905003,15-02-2018,17:00
120001937,975976,15-02-2018,09:00
120001938,239548,15-02-2018,09:15
120001939,354995,15-02-2018,09:30
120001940,545030,15-02-2018,09:45
120001941,859556,15-02-2018,10:00
120001942,732513,15-02-2018,10:15
120001943,619982,16-02-2018,10:30
120001944,996366,16-02-2018,10:45
120001945,404407,16-02-2018,11:00
120001946,283213,17-02-2018,11:15
120001947,979334,17-02-2018,11:30
120001948,393848,17-02-2018,11:45
120001949,665400,18-02-2018,12:00
120001950,705825,18-02-2018,12:15
120001951,883040,18-02-2018,12:30
120001952,602615,18-02-2018,12:45
120001953,970258,20-02-2018,13:00
120001954,598450,20-02-2018,13:15
120001955,226976,20-02-2018,13:30
120001956,246458,20-02-2018,13:45
120001957,485201,20-02-2018,14:00
120001958,856062,21-02-2018,14:15
120001959,169604,21-02-2018,14:30
120001960,529321,21-02-2018,14:45
120001961,821293,21-02-2018,15:00
120001962,540270,22-02-2018,15:15
120001963,895702,22-02-2018,15:30
120001964,607592,22-02-2018,15:45
120001965,935123,22-02-2018,16:00
120001966,478063,23-02-2018,16:15
120001967,989798,23-02-2018,16:30
120001968,835338,23-02-2018,16:45
120001969,643193,23-02-2018,17:00
120001970,680019,23-02-2018,09:00
120001971,444038,24-02-2018,09:15
120001972,555471,24-02-2018,09:30
120001973,438344,24-02-2018,09:45
120001974,385475,24-02-2018,10:00
120001975,838876,24-02-2018,10:15
120001976,923139,24-02-2018,10:30
120001977,793809,25-02-2018,10:45
120001978,612648,25-02-2018,11:00
120001979,912001,25-02-2018,11:15
120001980,145419,25-02-2018,11:30
120001981,461672,25-02-2018,11:45
120001982,544536,25-02-2018,12:00
120001983,217553,25-02-2018,12:15
120001984,430820,25-02-2018,12:30
120001985,799535,26-02-2018,12:45
120001986,881515,26-02-2018,13:00
120001987,879225,26-02-2018,13:15
120001988,578122,26-02-2018,13:30
120001989,600967,26-02-2018,13:45
120001990,879711,26-02-2018,14:00
120001991,807551,26-02-2018,14:15
120001992,316780,26-02-2018,14:30
120001993,609845,26-02-2018,14:45
120001994,559764,26-02-2018,15:00
120001995,946931,27-02-2018,15:15
120001996,888353,27-02-2018,15:30
120001997,696390,27-02-2018,15:45
120001998,421594,28-02-2018,16:00
120001999,157817,28-02-2018,16:15
120002000,382916,28-02-2018,16:30
120002001,326617,28-02-2018,16:45
120002002,995962,28-02-2018,17:00
120002003,709637,01-03-2018,09:00
120002004,914622,01-03-2018,09:15
120002005,245943,01-03-2018,09:30
120002006,426288,02-03-2018,09:45
120002007,624934,02-03-2018,10:00
120002008,360379,03-03-2018,10:15
120002009,650850,03-03-2018,10:30
120002010,571630,03-03-2018,10:45
120002011,639193,03-03-2018,11:00
120002012,955585,03-03-2018,11:15
120002013,484965,03-03-2018,11:30
120002014,693509,03-03-2018,11:45
120002015,600630,03-03-2018,12:00
120002016,685144,03-03-2018,12:15
120002017,799303,03-03-2018,12:30
120002018,320918,03-03-2018,12:45
120002019,299882,03-03-2018,13:00
120002020,399491,04-03-2018,13:15
120002021,848798,04-03-2018,13:30
120002022,749390,04-03-2018,13:45
120002023,260908,04-03-2018,14:00
120002024,679738,04-03-2018,14:15
120002025,247346,04-03-2018,14:30
120002026,747205,04-03-2018,14:45
120002027,695151,04-03-2018,15:00
120002028,505474,05-03-2018,15:15
120002029,803643,05-03-2018,15:30
120002030,650791,05-03-2018,15:45
120002031,984432,05-03-2018,16:00
120002032,107252,05-03-2018,16:15
120002033,388246,05-03-2018,16:30
120002034,671513,05-03-2018,16:45
120002035,896407,05-03-2018,17:00
120002036,905003,06-03-2018,09:00
120002037,975976,06-03-2018,09:15
120002038,239548,06-03-2018,09:30
120002039,354995,06-03-2018,09:45
120002040,545030,06-03-2018,10:00
120002041,859556,07-03-2018,10:15
120002042,732513,07-03-2018,10:30
120002043,619982,07-03-2018,10:45
120002044,996366,07-03-2018,11:00
120002045,404407,07-03-2018,11:15
120002046,283213,08-03-2018,11:30
120002047,979334,08-03-2018,11:45
120002048,393848,08-03-2018,12:00
120002049,665400,08-03-2018,12:15
120002050,705825,08-03-2018,12:30
120002051,883040,08-03-2018,12:45
120002052,602615,08-03-2018,13:00
120002053,970258,09-03-2018,13:15
120002054,598450,09-03-2018,13:30
120002055,226976,09-03-2018,13:45
120002056,246458,10-03-2018,14:00
120002057,485201,10-03-2018,14:15
120002058,856062,10-03-2018,14:30
120002059,169604,10-03-2018,14:45
120002060,529321,10-03-2018,15:00
120002061,821293,10-03-2018,15:15
120002062,540270,10-03-2018,15:30
120002063,895702,11-03-2018,15:45
120002064,607592,11-03-2018,16:00
120002065,935123,11-03-2018,16:15
120002066,478063,11-03-2018,16:30
120002067,989798,11-03-2018,16:45
120002068,835338,12-03-2018,17:00
120002069,643193,12-03-2018,09:00
120002070,680019,12-03-2018,09:15
120002071,444038,12-03-2018,09:30
120002072,555471,13-03-2018,09:45
120002073,438344,14-03-2018,10:00
120002074,385475,15-03-2018,10:15
120002075,838876,15-03-2018,10:30
120002076,923139,15-03-2018,10:45
120002077,793809,15-03-2018,11:00
120002078,612648,15-03-2018,11:15
120002079,912001,15-03-2018,11:30
120002080,145419,15-03-2018,11:45
120002081,461672,16-03-2018,12:00
120002082,544536,16-03-2018,12:15
120002083,217553,16-03-2018,12:30
120002084,430820,16-03-2018,12:45
120002085,799535,16-03-2018,13:00
120002086,881515,17-03-2018,13:15
120002087,879225,18-03-2018,13:30
120002088,578122,19-03-2018,13:45
120002089,600967,19-03-2018,14:00
120002090,879711,20-03-2018,14:15
120002091,807551,20-03-2018,14:30
120002092,316780,21-03-2018,14:45
120002093,609845,21-03-2018,15:00
120002094,559764,21-03-2018,15:15
120002095,946931,22-03-2018,15:30
120002096,888353,22-03-2018,15:45
120002097,696390,22-03-2018,16:00
120002098,421594,22-03-2018,16:15
120002099,157817,23-03-2018,16:30
120002100,382916,23-03-2018,16:45
120002101,326617,23-03-2018,17:00
120002102,995962,23-03-2018,09:00
120002103,709637,23-03-2018,09:15
120002104,914622,23-03-2018,09:30
120002105,245943,24-03-2018,09:45
120002106,426288,24-03-2018,10:00
120002107,624934,24-03-2018,10:15
120002108,360379,24-03-2018,10:30
120002109,650850,24-03-2018,10:45
120002110,571630,24-03-2018,11:00
120002111,639193,25-03-2018,11:15
120002112,955585,25-03-2018,11:30
120002113,484965,25-03-2018,11:45
120002114,693509,25-03-2018,12:00
120002115,600630,26-03-2018,12:15
120002116,685144,26-03-2018,12:30
120002117,799303,26-03-2018,12:45
120002118,320918,26-03-2018,13:00
120002119,299882,26-03-2018,13:15
120002120,399491,27-03-2018,13:30
120002121,848798,27-03-2018,13:45
120002122,749390,27-03-2018,14:00
120002123,260908,28-03-2018,14:15
120002124,679738,28-03-2018,14:30
120002125,247346,28-03-2018,14:45
120002126,747205,28-03-2018,15:00
120002127,695151,28-03-2018,15:15
120002128,505474,28-03-2018,15:30
120002129,803643,29-03-2018,15:45
120002130,650791,29-03-2018,16:00
120002131,984432,29-03-2018,16:15
120002132,107252,29-03-2018,16:30
120002133,388246,29-03-2018,16:45
120002134,671513,30-03-2018,17:00
120002135,896407,30-03-2018,09:00
120002136,905003,30-03-2018,09:15
120002137,975976,30-03-2018,09:30
120002138,239548,30-03-2018,09:45
120002139,354995,30-03-2018,10:00
120002140,545030,31-03-2018,10:15
120002141,859556,31-03-2018,10:30
120002142,732513,31-03-2018,10:45
120002143,619982,01-04-2018,11:00
120002144,996366,01-04-2018,11:15
120002145,404407,01-04-2018,11:30
120002146,283213,01-04-2018,11:45
120002147,979334,02-04-2018,12:00
120002148,393848,02-04-2018,12:15
120002149,665400,02-04-2018,12:30
120002150,705825,02-04-2018,12:45
120002151,883040,02-04-2018,13:00
120002152,602615,02-04-2018,13:15
120002153,970258,02-04-2018,13:30
120002154,598450,03-04-2018,13:45
120002155,226976,03-04-2018,14:00
120002156,246458,03-04-2018,14:15
120002157,485201,03-04-2018,14:30
120002158,856062,03-04-2018,14:45
120002159,169604,03-04-2018,15:00
120002160,529321,03-04-2018,15:15
120002161,821293,04-04-2018,15:30
120002162,540270,04-04-2018,15:45
120002163,895702,04-04-2018,16:00
120002164,607592,04-04-2018,16:15
120002165,935123,04-04-2018,16:30
120002166,478063,05-04-2018,16:45
120002167,989798,05-04-2018,17:00
120002168,835338,05-04-2018,09:00
120002169,643193,05-04-2018,09:15
120002170,680019,06-04-2018,09:30
120002171,444038,06-04-2018,09:45
120002172,555471,06-04-2018,10:00
120002173,438344,06-04-2018,10:15
120002174,385475,06-04-2018,10:30
120002175,838876,06-04-2018,10:45
120002176,923139,06-04-2018,11:00
120002177,793809,06-04-2018,11:15
120002178,612648,06-04-2018,11:30
120002179,912001,07-04-2018,11:45
120002180,145419,07-04-2018,12:00
120002181,461672,07-04-2018,12:15
120002182,544536,08-04-2018,12:30
120002183,217553,08-04-2018,12:45
120002184,430820,08-04-2018,13:00
120002185,799535,08-04-2018,13:15
120002186,881515,09-04-2018,13:30
120002187,879225,09-04-2018,13:45
120002188,578122,09-04-2018,14:00
120002189,600967,09-04-2018,14:15
120002190,879711,10-04-2018,14:30
120002191,807551,10-04-2018,14:45
120002192,316780,10-04-2018,15:00
120002193,609845,10-04-2018,15:15
120002194,559764,11-04-2018,15:30
120002195,946931,11-04-2018,15:45
120002196,888353,11-04-2018,16:00
120002197,696390,11-04-2018,16:15
120002198,421594,11-04-2018,16:30
120002199,157817,11-04-2018,16:45
120002200,382916,12-04-2018,17:00
120002201,326617,12-04-2018,09:00
120002202,995962,12-04-2018,09:15
120002203,709637,13-04-2018,09:30
120002204,914622,13-04-2018,09:45
120002205,245943,13-04-2018,10:00
120002206,426288,14-04-2018,10:15
120002207,624934,14-04-2018,10:30
120002208,360379,15-04-2018,10:45
120002209,650850,15-04-2018,11:00
120002210,571630,15-04-2018,11:15
120002211,639193,15-04-2018,11:30
120002212,955585,15-04-2018,11:45
120002213,484965,15-04-2018,12:00
120002214,693509,16-04-2018,12:15
120002215,600630,16-04-2018,12:30
120002216,685144,16-04-2018,12:45
120002217,799303,16-04-2018,13:00
120002218,320918,16-04-2018,13:15
120002219,299882,17-04-2018,13:30
120002220,399491,17-04-2018,13:45
120002221,848798,17-04-2018,14:00
120002222,749390,17-04-2018,14:15
120002223,260908,17-04-2018,14:30
120002224,679738,18-04-2018,14:45
120002225,247346,18-04-2018,15:00
120002226,747205,18-04-2018,15:15
120002227,695151,18-04-2018,15:30
120002228,505474,19-04-2018,15:45
120002229,803643,19-04-2018,16:00
120002230,650791,19-04-2018,16:15
120002231,984432,19-04-2018,16:30
120002232,107252,19-04-2018,16:45
120002233,388246,20-04-2018,17:00
120002234,671513,20-04-2018,09:00
120002235,896407,21-04-2018,09:15
120002236,905003,21-04-2018,09:30
120002237,975976,22-04-2018,09:45
120002238,239548,22-04-2018,10:00
120002239,354995,22-04-2018,10:15
120002240,545030,23-04-2018,10:30
120002241,859556,23-04-2018,10:45
120002242,732513,23-04-2018,11:00
120002243,619982,23-04-2018,11:15
120002244,996366,23-04-2018,11:30
120002245,404407,23-04-2018,11:45
120002246,283213,23-04-2018,12:00
120002247,979334,23-04-2018,12:15
120002248,393848,23-04-2018,12:30
120002249,665400,23-04-2018,12:45
120002250,705825,24-04-2018,13:00
120002251,883040,24-04-2018,13:15
120002252,602615,24-04-2018,13:30
120002253,970258,24-04-2018,13:45
120002254,598450,24-04-2018,14:00
120002255,226976,24-04-2018,14:15
120002256,246458,25-04-2018,14:30
120002257,485201,25-04-2018,14:45
120002258,856062,25-04-2018,15:00
120002259,169604,25-04-2018,15:15
120002260,529321,26-04-2018,15:30
120002261,821293,26-04-2018,15:45
120002262,540270,26-04-2018,16:00
120002263,895702,26-04-2018,16:15
120002264,607592,26-04-2018,16:30
120002265,935123,26-04-2018,16:45
120002266,478063,26-04-2018,17:00
120002267,989798,26-04-2018,09:00
120002268,835338,26-04-2018,09:15
120002269,643193,27-04-2018,09:30
120002270,680019,27-04-2018,09:45
120002271,444038,27-04-2018,10:00
120002272,555471,27-04-2018,10:15
120002273,438344,27-04-2018,10:30
120002274,385475,27-04-2018,10:45
120002275,838876,27-04-2018,11:00
120002276,923139,27-04-2018,11:15
120002277,793809,28-04-2018,11:30
120002278,612648,28-04-2018,11:45
120002279,912001,28-04-2018,12:00
120002280,145419,29-04-2018,12:15
120002281,461672,29-04-2018,12:30
120002282,544536,29-04-2018,12:45
120002283,217553,29-04-2018,13:00
120002284,430820,30-04-2018,13:15
120002285,799535,30-04-2018,13:30
120002286,881515,30-04-2018,13:45
120002287,879225,30-04-2018,14:00
120002288,578122,01-05-2018,14:15
120002289,600967,01-05-2018,14:30
120002290,879711,02-05-2018,14:45
120002291,807551,02-05-2018,15:00
120002292,316780,02-05-2018,15:15
120002293,609845,03-05-2018,15:30
120002294,559764,03-05-2018,15:45
120002295,946931,03-05-2018,16:00
120002296,888353,03-05-2018,16:15
120002297,696390,04-05-2018,16:30
120002298,421594,04-05-2018,16:45
120002299,157817,05-05-2018,17:00
120002300,382916,05-05-2018,15:15
120002301,326617,06-05-2018,16:45
120002302,995962,06-05-2018,09:45
120002303,709637,07-05-2018,11:45
120002304,914622,07-05-2018,16:00
120002305,245943,07-05-2018,12:45
