C_ID,I_ID,Sold_Date,Quantity,Sold_Time
120000698,37427,24-05-2017,10,16:15
120000699,47288,24-05-2017,1,16:30
120000700,60224,24-05-2017,4,16:45
120000701,23070,25-05-2017,7,17:00
120000702,64284,25-05-2017,14,09:00
120000703,24755,25-05-2017,4,09:15
120000704,22793,25-05-2017,13,09:30
120000705,74115,26-05-2017,4,09:45
120000706,59330,26-05-2017,13,10:00
120000707,61860,26-05-2017,12,10:15
120000708,66016,26-05-2017,9,10:30
120000709,71419,26-05-2017,4,10:45
120000710,20047,27-05-2017,11,11:00
120000711,32167,27-05-2017,5,11:15
120000712,56356,27-05-2017,11,11:30
120000713,21922,27-05-2017,14,11:45
120000714,16437,27-05-2017,8,12:00
120000715,44032,27-05-2017,7,12:15
120000716,37821,28-05-2017,14,12:30
120000717,39398,28-05-2017,8,12:45
120000718,56997,29-05-2017,9,13:00
120000719,22219,29-05-2017,7,13:15
120000720,46059,29-05-2017,5,13:30
120000721,78710,29-05-2017,8,13:45
120000722,28401,30-05-2017,8,14:00
120000723,42540,30-05-2017,12,14:15
120000724,16389,30-05-2017,7,14:30
120000725,43036,30-05-2017,7,14:45
120000726,28708,30-05-2017,6,15:00
120000727,35354,31-05-2017,7,15:15
120000728,77532,31-05-2017,12,15:30
120000729,50529,31-05-2017,9,15:45
120000730,21853,31-05-2017,14,16:00
120000731,31637,31-05-2017,3,16:15
120000732,51996,31-05-2017,4,16:30
120000733,14610,31-05-2017,15,16:45
120000734,24667,31-05-2017,6,17:00
120000735,44901,31-05-2017,9,09:00
120000736,44913,31-05-2017,7,09:00
120000737,38502,01-06-2017,12,09:15
120000738,37427,01-06-2017,4,09:30
120000739,47288,01-06-2017,6,09:45
120000740,60224,02-06-2017,11,10:00
120000741,23070,02-06-2017,5,10:15
120000742,64284,02-06-2017,2,10:30
120000743,24755,02-06-2017,1,10:45
120000744,22793,03-06-2017,7,11:00
120000745,74115,03-06-2017,9,11:15
120000746,59330,03-06-2017,2,11:30
120000747,61860,03-06-2017,10,11:45
120000748,66016,03-06-2017,5,12:00
120000749,71419,03-06-2017,12,12:15
120000750,20047,03-06-2017,2,12:30
120000751,32167,03-06-2017,13,12:45
120000752,56356,04-06-2017,12,13:00
120000753,21922,04-06-2017,1,13:15
120000754,16437,04-06-2017,5,13:30
120000755,44032,04-06-2017,8,13:45
120000756,37821,04-06-2017,3,14:00
120000757,39398,04-06-2017,1,14:15
120000758,56997,04-06-2017,11,14:30
120000759,22219,04-06-2017,7,14:45
120000760,46059,05-06-2017,10,15:00
120000761,78710,05-06-2017,11,15:15
120000762,28401,05-06-2017,2,15:30
120000763,42540,05-06-2017,14,15:45
120000764,16389,05-06-2017,9,16:00
120000765,43036,05-06-2017,10,16:15
120000766,28708,06-06-2017,13,16:30
120000767,35354,06-06-2017,2,16:45
120000768,77532,06-06-2017,13,17:00
120000769,50529,06-06-2017,1,09:00
120000770,21853,07-06-2017,6,09:00
120000771,31637,07-06-2017,8,09:15
120000772,51996,07-06-2017,9,09:30
120000773,14610,07-06-2017,6,09:45
120000774,24667,07-06-2017,11,10:00
120000775,44901,07-06-2017,10,10:15
120000776,44913,07-06-2017,4,10:30
120000777,38502,07-06-2017,6,10:45
120000778,37427,07-06-2017,8,11:00
120000779,47288,08-06-2017,10,11:15
120000780,60224,08-06-2017,4,11:30
120000781,23070,08-06-2017,9,11:45
120000782,64284,08-06-2017,13,12:00
120000783,24755,08-06-2017,8,12:15
120000784,22793,09-06-2017,6,12:30
120000785,74115,09-06-2017,4,12:45
120000786,59330,09-06-2017,12,13:00
120000787,61860,09-06-2017,8,13:15
120000788,66016,09-06-2017,11,13:30
120000789,71419,09-06-2017,6,13:45
120000790,20047,09-06-2017,13,14:00
120000791,32167,09-06-2017,8,14:15
120000792,56356,09-06-2017,9,14:30
120000793,21922,09-06-2017,1,14:45
120000794,16437,10-06-2017,3,15:00
120000795,44032,10-06-2017,8,15:15
120000796,37821,10-06-2017,7,15:30
120000797,39398,10-06-2017,11,15:45
120000798,56997,11-06-2017,2,16:00
120000799,22219,11-06-2017,5,16:15
120000800,46059,11-06-2017,10,16:30
120000801,78710,11-06-2017,11,16:45
120000802,28401,11-06-2017,1,17:00
120000803,42540,11-06-2017,3,09:00
120000804,16389,11-06-2017,5,09:00
120000805,43036,12-06-2017,15,09:15
120000806,28708,12-06-2017,12,09:30
120000807,35354,12-06-2017,8,09:45
120000808,77532,12-06-2017,9,10:00
120000809,50529,12-06-2017,13,10:15
120000810,21853,12-06-2017,7,10:30
120000811,31637,13-06-2017,9,10:45
120000812,51996,13-06-2017,5,11:00
120000813,14610,13-06-2017,5,11:15
120000814,24667,14-06-2017,6,11:30
120000815,44901,14-06-2017,12,11:45
120000816,44913,14-06-2017,5,12:00
120000817,38502,14-06-2017,4,12:15
120000818,37427,14-06-2017,11,12:30
120000819,47288,15-06-2017,4,12:45
120000820,60224,15-06-2017,15,13:00
120000821,23070,15-06-2017,8,13:15
120000822,64284,15-06-2017,12,13:30
120000823,24755,15-06-2017,13,13:45
120000824,22793,16-06-2017,2,14:00
120000825,74115,16-06-2017,8,14:15
120000826,59330,16-06-2017,15,14:30
120000827,61860,16-06-2017,8,14:45
120000828,66016,16-06-2017,7,15:00
120000829,71419,17-06-2017,10,15:15
120000830,20047,17-06-2017,12,15:30
120000831,32167,18-06-2017,9,15:45
120000832,56356,18-06-2017,7,16:00
120000833,21922,18-06-2017,5,16:15
120000834,16437,19-06-2017,13,16:30
120000835,44032,19-06-2017,7,16:45
120000836,37821,19-06-2017,14,17:00
120000837,39398,19-06-2017,13,09:00
120000838,56997,19-06-2017,5,09:00
120000839,22219,19-06-2017,4,09:15
120000840,46059,20-06-2017,12,09:30
120000841,78710,20-06-2017,11,09:45
120000842,28401,21-06-2017,5,10:00
120000843,42540,21-06-2017,12,10:15
120000844,16389,21-06-2017,15,10:30
120000845,43036,21-06-2017,3,10:45
120000846,28708,22-06-2017,1,11:00
120000847,35354,22-06-2017,6,11:15
120000848,77532,22-06-2017,5,11:30
120000849,50529,22-06-2017,7,11:45
120000850,21853,23-06-2017,9,12:00
120000851,31637,23-06-2017,4,12:15
120000852,51996,23-06-2017,4,12:30
120000853,14610,23-06-2017,7,12:45
120000854,24667,23-06-2017,8,13:00
120000855,44901,24-06-2017,3,13:15
120000856,44913,24-06-2017,3,13:30
120000857,38502,24-06-2017,15,13:45
120000858,37427,24-06-2017,11,14:00
120000859,47288,24-06-2017,8,14:15
120000860,60224,24-06-2017,12,14:30
120000861,23070,25-06-2017,6,14:45
120000862,64284,25-06-2017,7,15:00
120000863,24755,25-06-2017,13,15:15
120000864,22793,25-06-2017,1,15:30
120000865,74115,25-06-2017,15,15:45
120000866,59330,26-06-2017,14,16:00
120000867,61860,26-06-2017,8,16:15
120000868,66016,26-06-2017,14,16:30
120000869,71419,27-06-2017,9,16:45
120000870,20047,27-06-2017,2,17:00
120000871,32167,27-06-2017,5,09:00
120000872,56356,27-06-2017,11,09:00
120000873,21922,27-06-2017,12,09:15
120000874,16437,27-06-2017,10,09:30
120000875,44032,28-06-2017,13,09:45
120000876,37821,28-06-2017,4,10:00
120000877,39398,28-06-2017,15,10:15
120000878,56997,28-06-2017,10,10:30
120000879,22219,28-06-2017,11,10:45
120000880,46059,29-06-2017,10,11:00
120000881,78710,29-06-2017,6,11:15
120000882,28401,30-06-2017,4,11:30
120000883,42540,01-07-2017,15,11:45
120000884,16389,01-07-2017,9,12:00
120000885,43036,01-07-2017,11,12:15
120000886,28708,02-07-2017,14,12:30
120000887,35354,02-07-2017,11,12:45
120000888,77532,02-07-2017,15,13:00
120000889,50529,02-07-2017,4,13:15
120000890,21853,02-07-2017,4,13:30
120000891,31637,02-07-2017,8,13:45
120000892,51996,03-07-2017,3,14:00
120000893,14610,03-07-2017,5,14:15
120000894,24667,04-07-2017,3,14:30
120000895,44901,04-07-2017,12,14:45
120000896,44913,04-07-2017,5,15:00
120000897,38502,04-07-2017,12,15:15
120000898,37427,04-07-2017,10,15:30
120000899,47288,04-07-2017,8,15:45
120000900,60224,04-07-2017,14,16:00
120000901,23070,05-07-2017,15,16:15
120000902,64284,05-07-2017,2,16:30
120000903,24755,06-07-2017,11,16:45
120000904,22793,06-07-2017,15,17:00
120000905,74115,06-07-2017,14,09:00
120000906,59330,06-07-2017,11,09:00
120000907,61860,07-07-2017,7,09:15
120000908,66016,07-07-2017,15,09:30
120000909,71419,07-07-2017,5,09:45
120000910,20047,08-07-2017,5,10:00
120000911,32167,08-07-2017,14,10:15
120000912,56356,08-07-2017,4,10:30
120000913,21922,08-07-2017,15,10:45
120000914,16437,08-07-2017,13,11:00
120000915,44032,09-07-2017,3,11:15
120000916,37821,09-07-2017,4,11:30
120000917,39398,09-07-2017,2,11:45
120000918,56997,09-07-2017,1,12:00
120000919,22219,09-07-2017,4,12:15
120000920,46059,09-07-2017,9,12:30
120000921,78710,09-07-2017,4,12:45
120000922,28401,09-07-2017,14,13:00
120000923,42540,09-07-2017,1,13:15
120000924,16389,10-07-2017,7,13:30
120000925,43036,10-07-2017,13,13:45
120000926,28708,10-07-2017,10,14:00
120000927,35354,11-07-2017,10,14:15
120000928,77532,11-07-2017,4,14:30
120000929,50529,12-07-2017,11,14:45
120000930,21853,12-07-2017,2,15:00
120000931,31637,13-07-2017,3,15:15
120000932,51996,13-07-2017,8,15:30
120000933,14610,13-07-2017,14,15:45
120000934,24667,13-07-2017,13,16:00
120000935,44901,13-07-2017,10,16:15
120000936,44913,13-07-2017,13,16:30
120000937,38502,13-07-2017,4,16:45
120000938,37427,13-07-2017,2,17:00
120000939,47288,14-07-2017,13,09:00
120000940,60224,14-07-2017,1,09:00
120000941,23070,14-07-2017,6,09:15
120000942,64284,14-07-2017,3,09:30
120000943,24755,14-07-2017,10,09:45
120000944,22793,14-07-2017,15,10:00
120000945,74115,14-07-2017,7,10:15
120000946,59330,14-07-2017,13,10:30
120000947,61860,15-07-2017,3,10:45
120000948,66016,15-07-2017,15,11:00
120000949,71419,15-07-2017,4,11:15
120000950,20047,15-07-2017,4,11:30
120000951,32167,15-07-2017,13,11:45
120000952,56356,15-07-2017,3,12:00
120000953,21922,16-07-2017,1,12:15
120000954,16437,16-07-2017,4,12:30
120000955,44032,16-07-2017,3,12:45
120000956,37821,16-07-2017,10,13:00
120000957,39398,16-07-2017,4,13:15
120000958,56997,16-07-2017,12,13:30
120000959,22219,16-07-2017,12,13:45
120000960,46059,16-07-2017,11,14:00
120000961,78710,16-07-2017,5,14:15
120000962,28401,16-07-2017,11,14:30
120000963,42540,17-07-2017,3,14:45
120000964,16389,17-07-2017,6,15:00
120000965,43036,17-07-2017,8,15:15
120000966,28708,18-07-2017,1,15:30
120000967,35354,18-07-2017,14,15:45
120000968,77532,18-07-2017,10,16:00
120000969,50529,18-07-2017,15,16:15
120000970,21853,18-07-2017,12,16:30
120000971,31637,19-07-2017,4,16:45
120000972,51996,19-07-2017,9,17:00
120000973,14610,19-07-2017,14,09:00
120000974,24667,21-07-2017,5,09:00
120000975,44901,21-07-2017,1,09:15
120000976,44913,21-07-2017,11,09:30
120000977,38502,21-07-2017,5,09:45
120000978,37427,21-07-2017,9,10:00
120000979,47288,21-07-2017,2,10:15
120000980,60224,21-07-2017,1,10:30
120000981,23070,21-07-2017,9,10:45
120000982,64284,21-07-2017,14,11:00
120000983,24755,22-07-2017,1,11:15
120000984,22793,22-07-2017,1,11:30
120000985,74115,22-07-2017,1,11:45
120000986,59330,22-07-2017,13,12:00
120000987,61860,22-07-2017,9,12:15
120000988,66016,22-07-2017,11,12:30
120000989,71419,23-07-2017,7,12:45
120000990,20047,23-07-2017,15,13:00
120000991,32167,23-07-2017,4,13:15
120000992,56356,23-07-2017,3,13:30
120000993,21922,23-07-2017,13,13:45
120000994,16437,23-07-2017,6,14:00
120000995,44032,23-07-2017,1,14:15
120000996,37821,23-07-2017,1,14:30
120000997,39398,24-07-2017,14,14:45
120000998,56997,24-07-2017,7,15:00
120000999,22219,24-07-2017,8,15:15
120001000,46059,24-07-2017,1,16:45
120001001,78710,24-07-2017,7,09:45
120001002,28401,24-07-2017,8,11:45
120001003,42540,25-07-2017,10,16:00
120001004,16389,25-07-2017,11,12:45
120001005,43036,25-07-2017,9,09:00
120001006,28708,26-07-2017,2,14:45
120001007,35354,26-07-2017,4,13:15
120001008,77532,26-07-2017,5,15:30
120001009,50529,26-07-2017,10,14:30
120001010,21853,26-07-2017,6,16:30
120001011,31637,26-07-2017,15,09:15
120001012,51996,26-07-2017,11,12:30
120001013,14610,26-07-2017,15,15:00
120001014,24667,27-07-2017,2,13:30
120001015,44901,27-07-2017,13,12:00
120001016,44913,27-07-2017,5,15:45
120001017,38502,27-07-2017,2,17:00
120001018,37427,28-07-2017,1,11:00
120001019,47288,28-07-2017,9,10:00
120001020,60224,28-07-2017,8,14:00
120001021,23070,28-07-2017,3,11:15
120001022,64284,28-07-2017,1,10:30
120001023,24755,28-07-2017,6,14:15
120001024,22793,29-07-2017,15,12:15
120001025,74115,29-07-2017,5,13:45
120001026,59330,29-07-2017,2,11:30
120001027,61860,29-07-2017,4,09:30
120001028,66016,29-07-2017,1,10:15
120001029,71419,29-07-2017,15,14:00
120001030,20047,29-07-2017,15,17:00
120001031,32167,30-07-2017,1,11:00
120001032,56356,30-07-2017,4,13:45
120001033,21922,30-07-2017,12,14:30
120001034,16437,30-07-2017,9,09:00
120001035,44032,31-07-2017,3,09:15
120001036,37821,31-07-2017,8,14:45
120001037,39398,31-07-2017,14,11:15
120001038,56997,31-07-2017,7,15:15
120001039,22219,31-07-2017,3,16:30
120001040,46059,31-07-2017,8,11:30
120001041,78710,01-08-2017,2,10:30
120001042,28401,01-08-2017,1,11:45
120001043,42540,01-08-2017,6,15:00
120001044,16389,01-08-2017,13,16:00
120001045,43036,01-08-2017,13,16:45
120001046,28708,02-08-2017,4,10:00
120001047,35354,03-08-2017,6,12:45
120001048,77532,03-08-2017,9,10:15
120001049,50529,03-08-2017,15,13:15
120001050,21853,03-08-2017,3,12:30
120001051,31637,03-08-2017,11,14:15
120001052,51996,04-08-2017,7,15:30
120001053,14610,04-08-2017,2,15:45
120001054,24667,04-08-2017,5,09:30
120001055,44901,04-08-2017,1,13:30
120001056,44913,04-08-2017,6,12:15
120001057,38502,04-08-2017,5,09:45
120001058,37427,05-08-2017,10,12:00
120001059,47288,05-08-2017,11,10:15
120001060,60224,06-08-2017,1,14:00
120001061,23070,06-08-2017,8,11:30
120001062,64284,06-08-2017,15,13:15
120001063,24755,06-08-2017,9,09:15
120001064,22793,06-08-2017,13,15:45
120001065,74115,07-08-2017,6,10:00
120001066,59330,07-08-2017,12,16:30
120001067,61860,07-08-2017,8,16:45
120001068,66016,07-08-2017,3,13:30
120001069,71419,07-08-2017,9,09:00
120001070,20047,07-08-2017,7,09:15
120001071,32167,07-08-2017,3,09:30
120001072,56356,08-08-2017,3,09:45
120001073,21922,08-08-2017,10,10:00
120001074,16437,08-08-2017,9,10:15
120001075,44032,09-08-2017,13,10:30
120001076,37821,09-08-2017,9,10:45
120001077,39398,09-08-2017,8,11:00
120001078,56997,09-08-2017,15,11:15
120001079,22219,09-08-2017,3,11:30
120001080,46059,09-08-2017,14,11:45
120001081,78710,09-08-2017,2,12:00
120001082,28401,10-08-2017,11,12:15
120001083,42540,10-08-2017,1,12:30
120001084,16389,10-08-2017,2,12:45
120001085,43036,10-08-2017,5,13:00
120001086,28708,10-08-2017,9,13:15
120001087,35354,10-08-2017,10,13:30
120001088,77532,11-08-2017,10,13:45
120001089,50529,11-08-2017,1,14:00
120001090,21853,11-08-2017,10,14:15
120001091,31637,11-08-2017,3,14:30
120001092,51996,11-08-2017,10,14:45
120001093,14610,11-08-2017,8,15:00
120001094,24667,11-08-2017,12,15:15
120001095,44901,11-08-2017,2,15:30
120001096,44913,12-08-2017,14,15:45
120001097,38502,13-08-2017,11,16:00
120001098,37427,13-08-2017,14,16:15
120001099,47288,13-08-2017,11,16:30
120001100,60224,14-08-2017,14,16:45
120001101,23070,14-08-2017,2,17:00
120001102,64284,14-08-2017,1,09:00
120001103,24755,15-08-2017,7,09:15
120001104,22793,15-08-2017,10,09:30
120001105,74115,15-08-2017,7,09:45
120001106,59330,15-08-2017,8,10:00
120001107,61860,16-08-2017,15,10:15
120001108,66016,16-08-2017,5,10:30
120001109,71419,16-08-2017,3,10:45
120001110,20047,16-08-2017,2,11:00
120001111,32167,16-08-2017,5,11:15
120001112,56356,16-08-2017,10,11:30
120001113,21922,16-08-2017,8,11:45
120001114,16437,17-08-2017,8,12:00
120001115,44032,17-08-2017,5,12:15
120001116,37821,17-08-2017,8,12:30
120001117,39398,17-08-2017,10,12:45
120001118,56997,17-08-2017,4,13:00
120001119,22219,18-08-2017,11,13:15
120001120,46059,18-08-2017,8,13:30
120001121,78710,18-08-2017,14,13:45
120001122,28401,18-08-2017,8,14:00
120001123,42540,18-08-2017,11,14:15
120001124,16389,18-08-2017,15,14:30
120001125,43036,18-08-2017,4,14:45
120001126,28708,19-08-2017,12,15:00
120001127,35354,19-08-2017,12,15:15
120001128,77532,19-08-2017,6,15:30
120001129,50529,19-08-2017,7,15:45
120001130,21853,19-08-2017,9,16:00
120001131,31637,19-08-2017,5,16:15
120001132,51996,20-08-2017,5,16:30
120001133,14610,20-08-2017,11,16:45
120001134,24667,21-08-2017,2,17:00
120001135,44901,21-08-2017,6,09:00
120001136,44913,21-08-2017,7,09:15
120001137,38502,22-08-2017,5,09:30
120001138,37427,22-08-2017,1,09:45
120001139,47288,22-08-2017,15,10:00
120001140,60224,22-08-2017,6,10:15
120001141,23070,23-08-2017,3,10:30
120001142,64284,23-08-2017,1,10:45
120001143,24755,23-08-2017,9,11:00
120001144,22793,23-08-2017,8,11:15
120001145,74115,23-08-2017,4,11:30
120001146,59330,24-08-2017,13,11:45
120001147,61860,24-08-2017,6,12:00
120001148,66016,24-08-2017,11,12:15
120001149,71419,24-08-2017,9,12:30
120001150,20047,24-08-2017,1,12:45
120001151,32167,24-08-2017,5,13:00
120001152,56356,25-08-2017,6,13:15
120001153,21922,25-08-2017,12,13:30
120001154,16437,25-08-2017,12,13:45
120001155,44032,26-08-2017,11,14:00
120001156,37821,26-08-2017,12,14:15
120001157,39398,26-08-2017,8,14:30
120001158,56997,27-08-2017,11,14:45
120001159,22219,27-08-2017,1,15:00
120001160,46059,27-08-2017,15,15:15
120001161,78710,27-08-2017,15,15:30
120001162,28401,27-08-2017,2,15:45
120001163,42540,27-08-2017,12,16:00
120001164,16389,27-08-2017,9,16:15
120001165,43036,27-08-2017,14,16:30
120001166,28708,28-08-2017,7,16:45
120001167,35354,28-08-2017,2,17:00
120001168,77532,29-08-2017,3,09:00
120001169,50529,29-08-2017,7,09:15
120001170,21853,30-08-2017,3,09:30
120001171,31637,30-08-2017,11,09:45
120001172,51996,30-08-2017,3,10:00
120001173,14610,30-08-2017,5,10:15
120001174,24667,30-08-2017,13,10:30
120001175,44901,31-08-2017,10,10:45
120001176,44913,31-08-2017,15,11:00
120001177,38502,31-08-2017,8,11:15
120001178,37427,31-08-2017,13,11:30
120001179,47288,31-08-2017,12,11:45
120001180,60224,31-08-2017,2,12:00
120001181,23070,01-09-2017,11,12:15
120001182,64284,01-09-2017,13,12:30
120001183,24755,02-09-2017,12,12:45
120001184,22793,02-09-2017,12,13:00
120001185,74115,02-09-2017,2,13:15
120001186,59330,02-09-2017,4,13:30
120001187,61860,02-09-2017,10,13:45
120001188,66016,03-09-2017,2,14:00
120001189,71419,04-09-2017,15,14:15
120001190,20047,04-09-2017,14,14:30
120001191,32167,04-09-2017,13,14:45
120001192,56356,04-09-2017,11,15:00
120001193,21922,04-09-2017,3,15:15
120001194,16437,04-09-2017,7,15:30
120001195,44032,04-09-2017,1,15:45
120001196,37821,04-09-2017,7,16:00
120001197,39398,04-09-2017,7,16:15
120001198,56997,05-09-2017,6,16:30
120001199,22219,05-09-2017,4,16:45
120001200,46059,05-09-2017,6,17:00
120001201,78710,05-09-2017,15,09:00
120001202,28401,05-09-2017,14,09:15
120001203,42540,06-09-2017,1,09:30
120001204,16389,06-09-2017,13,09:45
120001205,43036,06-09-2017,15,10:00
120001206,28708,06-09-2017,10,10:15
120001207,35354,06-09-2017,10,10:30
120001208,77532,07-09-2017,2,10:45
120001209,50529,07-09-2017,2,11:00
120001210,21853,07-09-2017,15,11:15
120001211,31637,08-09-2017,12,11:30
120001212,51996,08-09-2017,11,11:45
120001213,14610,08-09-2017,7,12:00
120001214,24667,08-09-2017,15,12:15
120001215,44901,09-09-2017,15,12:30
120001216,44913,09-09-2017,6,12:45
120001217,38502,09-09-2017,10,13:00
120001218,37427,10-09-2017,11,13:15
120001219,47288,10-09-2017,7,13:30
120001220,60224,10-09-2017,13,13:45
120001221,23070,10-09-2017,5,14:00
120001222,64284,11-09-2017,5,14:15
120001223,24755,11-09-2017,7,14:30
120001224,22793,11-09-2017,11,14:45
120001225,74115,11-09-2017,9,15:00
120001226,59330,11-09-2017,10,15:15
120001227,61860,12-09-2017,1,15:30
120001228,66016,12-09-2017,15,15:45
120001229,71419,13-09-2017,4,16:00
120001230,20047,13-09-2017,11,16:15
120001231,32167,14-09-2017,3,16:30
120001232,56356,14-09-2017,6,16:45
120001233,21922,14-09-2017,4,17:00
120001234,16437,14-09-2017,4,09:00
120001235,44032,15-09-2017,1,09:00
120001236,37821,15-09-2017,7,09:15
120001237,39398,15-09-2017,2,09:30
120001238,56997,16-09-2017,9,09:45
120001239,22219,16-09-2017,5,10:00
120001240,46059,16-09-2017,2,10:15
120001241,78710,17-09-2017,2,10:30
120001242,28401,17-09-2017,7,10:45
120001243,42540,17-09-2017,3,11:00
120001244,16389,17-09-2017,4,11:15
120001245,43036,17-09-2017,1,11:30
120001246,28708,17-09-2017,14,11:45
120001247,35354,17-09-2017,10,12:00
120001248,77532,18-09-2017,11,12:15
120001249,50529,18-09-2017,9,12:30
120001250,21853,18-09-2017,4,12:45
120001251,31637,18-09-2017,12,13:00
120001252,51996,19-09-2017,13,13:15
120001253,14610,19-09-2017,5,13:30
120001254,24667,19-09-2017,2,13:45
120001255,44901,19-09-2017,1,14:00
120001256,44913,19-09-2017,6,14:15
120001257,38502,20-09-2017,3,14:30
120001258,37427,20-09-2017,11,14:45
120001259,47288,20-09-2017,7,15:00
120001260,60224,20-09-2017,13,15:15
120001261,23070,20-09-2017,2,15:30
120001262,64284,20-09-2017,12,15:45
120001263,24755,20-09-2017,15,16:00
120001264,22793,21-09-2017,7,16:15
120001265,74115,21-09-2017,5,16:30
120001266,59330,22-09-2017,12,16:45
120001267,61860,22-09-2017,12,17:00
120001268,66016,22-09-2017,4,09:00
120001269,71419,22-09-2017,10,09:00
120001270,20047,22-09-2017,12,09:15
120001271,32167,22-09-2017,4,09:30
120001272,56356,22-09-2017,12,09:45
120001273,21922,22-09-2017,2,10:00
120001274,16437,22-09-2017,4,10:15
120001275,44032,22-09-2017,11,10:30
120001276,37821,22-09-2017,13,10:45
120001277,39398,22-09-2017,2,11:00
120001278,56997,23-09-2017,15,11:15
120001279,22219,23-09-2017,5,11:30
120001280,46059,23-09-2017,7,11:45
120001281,78710,23-09-2017,8,12:00
120001282,28401,23-09-2017,3,12:15
120001283,42540,24-09-2017,10,12:30
120001284,16389,24-09-2017,14,12:45
120001285,43036,24-09-2017,9,13:00
120001286,28708,24-09-2017,12,13:15
120001287,35354,24-09-2017,3,13:30
120001288,77532,25-09-2017,8,13:45
120001289,50529,25-09-2017,8,14:00
120001290,21853,25-09-2017,7,14:15
120001291,31637,25-09-2017,2,14:30
120001292,51996,26-09-2017,5,14:45
120001293,14610,26-09-2017,13,15:00
120001294,24667,26-09-2017,3,15:15
120001295,44901,26-09-2017,1,15:30
120001296,44913,26-09-2017,5,15:45
120001297,38502,26-09-2017,5,16:00
120001298,37427,26-09-2017,8,16:15
120001299,47288,27-09-2017,4,16:30
120001300,60224,27-09-2017,6,16:45
120001301,23070,27-09-2017,7,17:00
120001302,64284,27-09-2017,13,09:00
120001303,24755,27-09-2017,5,09:00
120001304,22793,27-09-2017,1,09:15
120001305,74115,27-09-2017,10,09:30
120001306,59330,28-09-2017,14,09:45
120001307,61860,28-09-2017,13,10:00
120001308,66016,28-09-2017,12,10:15
120001309,71419,28-09-2017,7,10:30
120001310,20047,28-09-2017,2,10:45
120001311,32167,28-09-2017,13,11:00
120001312,56356,28-09-2017,3,11:15
120001313,21922,28-09-2017,10,11:30
120001314,16437,30-09-2017,13,11:45
120001315,44032,30-09-2017,4,12:00
120001316,37821,30-09-2017,14,12:15
120001317,39398,01-10-2017,5,12:30
120001318,56997,01-10-2017,1,12:45
120001319,22219,02-10-2017,12,13:00
120001320,46059,02-10-2017,6,13:15
120001321,78710,02-10-2017,6,13:30
120001322,28401,02-10-2017,1,13:45
120001323,42540,03-10-2017,2,14:00
120001324,16389,03-10-2017,8,14:15
120001325,43036,03-10-2017,8,14:30
120001326,28708,03-10-2017,15,14:45
120001327,35354,03-10-2017,1,15:00
120001328,77532,04-10-2017,4,15:15
120001329,50529,04-10-2017,15,15:30
120001330,21853,04-10-2017,1,15:45
120001331,31637,05-10-2017,7,16:00
120001332,51996,05-10-2017,13,16:15
120001333,14610,05-10-2017,2,16:30
120001334,24667,05-10-2017,12,16:45
120001335,44901,05-10-2017,11,17:00
120001336,44913,06-10-2017,6,09:00
120001337,38502,06-10-2017,11,09:00
120001338,37427,06-10-2017,11,09:15
120001339,47288,06-10-2017,14,09:30
120001340,60224,06-10-2017,5,09:45
120001341,23070,06-10-2017,13,10:00
120001342,64284,07-10-2017,10,10:15
120001343,24755,07-10-2017,8,10:30
120001344,22793,07-10-2017,13,10:45
120001345,74115,07-10-2017,6,11:00
120001346,59330,08-10-2017,10,11:15
120001347,61860,08-10-2017,11,11:30
120001348,66016,08-10-2017,11,11:45
120001349,71419,08-10-2017,6,12:00
120001350,20047,09-10-2017,3,12:15
120001351,32167,09-10-2017,10,12:30
120001352,56356,09-10-2017,13,12:45
120001353,21922,09-10-2017,13,13:00
120001354,16437,09-10-2017,7,13:15
120001355,44032,09-10-2017,15,13:30
120001356,37821,09-10-2017,3,13:45
120001357,39398,10-10-2017,2,14:00
120001358,56997,10-10-2017,11,14:15
120001359,22219,10-10-2017,8,14:30
120001360,46059,10-10-2017,4,14:45
120001361,78710,11-10-2017,5,15:00
120001362,28401,11-10-2017,13,15:15
120001363,42540,11-10-2017,8,15:30
120001364,16389,12-10-2017,3,15:45
120001365,43036,12-10-2017,11,16:00
120001366,28708,12-10-2017,12,16:15
120001367,35354,13-10-2017,12,16:30
120001368,77532,13-10-2017,5,16:45
120001369,50529,13-10-2017,8,17:00
120001370,21853,13-10-2017,6,09:00
120001371,31637,14-10-2017,10,09:00
120001372,51996,15-10-2017,10,09:15
120001373,14610,15-10-2017,6,09:30
120001374,24667,15-10-2017,2,09:45
120001375,44901,15-10-2017,5,10:00
120001376,44913,16-10-2017,9,10:15
120001377,38502,16-10-2017,1,10:30
120001378,37427,17-10-2017,13,10:45
120001379,47288,18-10-2017,10,11:00
120001380,60224,18-10-2017,7,11:15
120001381,23070,18-10-2017,12,11:30
120001382,64284,18-10-2017,8,11:45
120001383,24755,18-10-2017,3,12:00
120001384,22793,18-10-2017,3,12:15
120001385,74115,18-10-2017,5,12:30
120001386,59330,19-10-2017,14,12:45
120001387,61860,19-10-2017,15,13:00
120001388,66016,19-10-2017,8,13:15
120001389,71419,19-10-2017,13,13:30
120001390,20047,19-10-2017,6,13:45
120001391,32167,19-10-2017,12,14:00
120001392,56356,19-10-2017,2,14:15
120001393,21922,20-10-2017,6,14:30
120001394,16437,20-10-2017,4,14:45
120001395,44032,20-10-2017,1,15:00
